dept_name,department name,COMPLIANCE||AUDIT||LEGAL||RISK||OPERATIONS,non_sensitive_pii
lexis_data,lexis nexis database license,LEX_001||LEX_002||LEX_003||LEX_004||LEX_005,licensed_data
dow_jones_risk,risk screening license,DJ_001||DJ_002||DJ_003||DJ_004||DJ_005,licensed_data
refinitiv_kyc,kyc screening license,RKY_001||RKY_002||RKY_003||RKY_004||RKY_005,licensed_data
actimize_tool,surveillance system license,ACT_001||ACT_002||ACT_003||ACT_004||ACT_005,licensed_data
nice_recorder,voice recording license,NICE_001||NICE_002||NICE_003||NICE_004||NICE_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
credit_report,financial credit record information,CR_DATA_001||CR_DATA_002||CR_DATA_003||CR_DATA_004||CR_DATA_005,sensitive_pii
health_status,employee health assessment data,HEALTH_001||HEALTH_002||HEALTH_003||HEALTH_004||HEALTH_005,sensitive_pii
political_view,employee political affiliations,POL_DATA_001||POL_DATA_002||POL_DATA_003||POL_DATA_004||POL_DATA_005,sensitive_pii
sys_credentials,risk system access credentials,SYS_PWD_001||SYS_PWD_002||SYS_PWD_003||SYS_PWD_004||SYS_PWD_005,sensitive_pii
email_content,risk incident email details,EMAIL_CASE_001||EMAIL_CASE_002||EMAIL_CASE_003||EMAIL_CASE_004||EMAIL_CASE_005,sensitive_pii
risk_model,proprietary risk calculation models,VAR_MODEL_1||STRESS_MODEL_2||CREDIT_MODEL_3||MARKET_MODEL_4||OPS_MODEL_5,confidential
limit_framework,internal risk limit structure,LIMIT_FRM_1||LIMIT_FRM_2||LIMIT_FRM_3||LIMIT_FRM_4||LIMIT_FRM_5,confidential
client_exposure,client risk exposure details,EXP_CLI_001||EXP_CLI_002||EXP_CLI_003||EXP_CLI_004||EXP_CLI_005,confidential
stress_scenario,internal stress test scenarios,STRESS_001||STRESS_002||STRESS_003||STRESS_004||STRESS_005,confidential
capital_calc,internal capital calculations,CAP_CALC_1||CAP_CALC_2||CAP_CALC_3||CAP_CALC_4||CAP_CALC_5,confidential
risk_id,risk identifier code,RISK001||RISK002||RISK003||RISK004||RISK005,non_sensitive_pii
analyst_code,risk analyst identifier,RSKANA001||RSKANA002||RSKANA003||RSKANA004||RSKANA005,non_sensitive_pii
report_date,report generation date,2024-03-01||2024-03-02||2024-03-03||2024-03-04||2024-03-05,non_sensitive_pii
risk_category,risk classification type,MARKET||CREDIT||OPERATIONAL||LIQUIDITY||STRATEGIC,non_sensitive_pii
region_code,regional identifier,APAC||EMEA||AMER||JAPAN||GLOBAL,non_sensitive_pii
moodys_data,moodys analytics license,MOODY_001||MOODY_002||MOODY_003||MOODY_004||MOODY_005,licensed_data
sp_risk_feed,s&p risk data license,SP_001||SP_002||SP_003||SP_004||SP_005,licensed_data
fitch_scores,fitch ratings data license,FITCH_001||FITCH_002||FITCH_003||FITCH_004||FITCH_005,licensed_data
axioma_risk,risk analytics platform license,AX_001||AX_002||AX_003||AX_004||AX_005,licensed_data
kamakura_data,risk modeling data license,KAM_001||KAM_002||KAM_003||KAM_004||KAM_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
victim_data,legal case victim information,VIC_001||VIC_002||VIC_003||VIC_004||VIC_005,sensitive_pii
genetic_info,genetic information in cases,GEN_001||GEN_002||GEN_003||GEN_004||GEN_005,sensitive_pii
religious_info,religious belief information,REL_001||REL_002||REL_003||REL_004||REL_005,sensitive_pii
login_auth,legal system authentication,AUTH_001||AUTH_002||AUTH_003||AUTH_004||AUTH_005,sensitive_pii
driver_license,driver's license numbers,DL_001||DL_002||DL_003||DL_004||DL_005,sensitive_pii
settlement_terms,confidential settlement details,SETTLE_001||SETTLE_002||SETTLE_003||SETTLE_004||SETTLE_005,confidential
legal_strategy,case strategy documents,STRAT_001||STRAT_002||STRAT_003||STRAT_004||STRAT_005,confidential
board_minutes,confidential board meeting notes,BOARD_001||BOARD_002||BOARD_003||BOARD_004||BOARD_005,confidential
merger_docs,confidential merger documents,MERG_001||MERG_002||MERG_003||MERG_004||MERG_005,confidential
ip_portfolio,intellectual property details,IP_001||IP_002||IP_003||IP_004||IP_005,confidential
case_id,legal case identifier,CASE001||CASE002||CASE003||CASE004||CASE005,non_sensitive_pii
attorney_id,attorney identifier code,ATT001||ATT002||ATT003||ATT004||ATT005,non_sensitive_pii
filing_date,document filing date,2024-03-01||2024-03-02||2024-03-03||2024-03-04||2024-03-05,non_sensitive_pii
court_code,court identifier code,CRT001||CRT002||CRT003||CRT004||CRT005,non_sensitive_pii
doc_type,document type identifier,CONTRACT||FILING||MOTION||BRIEF||MEMO,non_sensitive_pii
westlaw_data,westlaw database license,WL_001||WL_002||WL_003||WL_004||WL_005,licensed_data
lexis_advance,lexisnexis license,LX_001||LX_002||LX_003||LX_004||LX_005,licensed_data
practical_law,thomson reuters license,PL_001||PL_002||PL_003||PL_004||PL_005,licensed_data
docusign_lic,electronic signature license,DS_001||DS_002||DS_003||DS_004||DS_005,licensed_data
relativity,ediscovery platform license,REL_001||REL_002||REL_003||REL_004||REL_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
ops_access_pwd,operations system password,HASH_OPS_001||HASH_OPS_002||HASH_OPS_003||HASH_OPS_004||HASH_OPS_005,sensitive_pii
med_leave_data,medical leave documentation,MED_LEAVE_001||MED_LEAVE_002||MED_LEAVE_003||MED_LEAVE_004||MED_LEAVE_005,sensitive_pii
exact_desk_loc,precise desk geolocation,35.6824_139.7648||40.7589_73.9851||51.5074_0.1278||1.2843_103.8607||22.3193_114.1694,sensitive_pii
racial_data,employee racial information,RACE_DATA_001||RACE_DATA_002||RACE_DATA_003||RACE_DATA_004||RACE_DATA_005,sensitive_pii
union_records,union membership details,UNION_001||UNION_002||UNION_003||UNION_004||UNION_005,sensitive_pii
settle_process,settlement process details,SETTLE_PROC_1||SETTLE_PROC_2||SETTLE_PROC_3||SETTLE_PROC_4||SETTLE_PROC_5,confidential
client_account,client account information,CLI_ACC_001||CLI_ACC_002||CLI_ACC_003||CLI_ACC_004||CLI_ACC_005,confidential
ops_procedure,operational procedures,OPS_PROC_001||OPS_PROC_002||OPS_PROC_003||OPS_PROC_004||OPS_PROC_005,confidential
vendor_terms,vendor agreement details,VENDOR_001||VENDOR_002||VENDOR_003||VENDOR_004||VENDOR_005,confidential
system_config,system configuration details,SYS_CONF_001||SYS_CONF_002||SYS_CONF_003||SYS_CONF_004||SYS_CONF_005,confidential
employee_id,employee identifier,EMP001||EMP002||EMP003||EMP004||EMP005,non_sensitive_pii
desk_phone,office phone extension,x1234||x5678||x9012||x3456||x7890,non_sensitive_pii
shift_code,work shift identifier,SHIFT_A||SHIFT_B||SHIFT_C||SHIFT_D||SHIFT_E,non_sensitive_pii
process_date,processing date,2024-03-01||2024-03-02||2024-03-03||2024-03-04||2024-03-05,non_sensitive_pii
team_code,team identifier code,TEAM_001||TEAM_002||TEAM_003||TEAM_004||TEAM_005,non_sensitive_pii
omgeo_ctl,trade matching license,OMG_001||OMG_002||OMG_003||OMG_004||OMG_005,licensed_data
swift_alliance,swift network license,SWIFT_001||SWIFT_002||SWIFT_003||SWIFT_004||SWIFT_005,licensed_data
broadridge_bps,back office system license,BPS_001||BPS_002||BPS_003||BPS_004||BPS_005,licensed_data
dtcc_service,clearing house data license,DTCC_001||DTCC_002||DTCC_003||DTCC_004||DTCC_005,licensed_data
calypso_sys,operations platform license,CAL_001||CAL_002||CAL_003||CAL_004||CAL_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
client_ssn,client social security number,SSN_001||SSN_002||SSN_003||SSN_004||SSN_005,sensitive_pii
client_passport,client passport numbers,PASS_001||PASS_002||PASS_003||PASS_004||PASS_005,sensitive_pii
kr_client_pci,korean client credit information,KR_PCI_001||KR_PCI_002||KR_PCI_003||KR_PCI_004||KR_PCI_005,sensitive_pii
portal_pwd,client portal password,PORT_PWD_001||PORT_PWD_002||PORT_PWD_003||PORT_PWD_004||PORT_PWD_005,sensitive_pii
client_health,client health information,HEALTH_001||HEALTH_002||HEALTH_003||HEALTH_004||HEALTH_005,sensitive_pii
investment_strat,client investment strategy,INV_STRAT_001||INV_STRAT_002||INV_STRAT_003||INV_STRAT_004||INV_STRAT_005,confidential
fee_structure,client fee arrangements,FEE_001||FEE_002||FEE_003||FEE_004||FEE_005,confidential
service_level,service agreement details,SLA_001||SLA_002||SLA_003||SLA_004||SLA_005,confidential
meeting_notes,client meeting minutes,MEET_001||MEET_002||MEET_003||MEET_004||MEET_005,confidential
portfolio_data,client portfolio details,PORT_001||PORT_002||PORT_003||PORT_004||PORT_005,confidential
client_code,client identifier code,CLI001||CLI002||CLI003||CLI004||CLI005,non_sensitive_pii
service_type,service category code,SERV_A||SERV_B||SERV_C||SERV_D||SERV_E,non_sensitive_pii
region_code,client region code,APAC||EMEA||AMER||JAPAN||GLOBAL,non_sensitive_pii
status_code,account status code,ACTIVE||INACTIVE||PENDING||CLOSED||SUSPENDED,non_sensitive_pii
segment_code,client segment code,RETAIL||CORP||INST||GOVT||HNW,non_sensitive_pii
salesforce_lic,crm system license,SF_001||SF_002||SF_003||SF_004||SF_005,licensed_data
factset_port,portfolio system license,FS_001||FS_002||FS_003||FS_004||FS_005,licensed_data
bloomberg_term,terminal service license,BBG_001||BBG_002||BBG_003||BBG_004||BBG_005,licensed_data
morningstar_adv,advisory platform license,MS_001||MS_002||MS_003||MS_004||MS_005,licensed_data
refinitiv_one,client platform license,RT_001||RT_002||RT_003||RT_004||RT_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
bank_pwd,banking system password credentials,PWD_HASH_001||PWD_HASH_002||PWD_HASH_003||PWD_HASH_004||PWD_HASH_005,sensitive_pii
acc_login,financial system login credentials,LOGIN_001||LOGIN_002||LOGIN_003||LOGIN_004||LOGIN_005,sensitive_pii
jp_my_num,japan my number for payroll,JPN_MN_001||JPN_MN_002||JPN_MN_003||JPN_MN_004||JPN_MN_005,sensitive_pii
kr_pci_data,korean personal credit records,KR_PCI_001||KR_PCI_002||KR_PCI_003||KR_PCI_004||KR_PCI_005,sensitive_pii
credit_record,personal credit information,CRED_001||CRED_002||CRED_003||CRED_004||CRED_005,sensitive_pii
pnl_report,profit loss statement details,PNL_Q1_24||PNL_Q2_24||PNL_Q3_24||PNL_Q4_24||PNL_YE_24,confidential
fund_strategy,funding strategy details,FUND_001||FUND_002||FUND_003||FUND_004||FUND_005,confidential
capital_plan,capital allocation plans,CAP_001||CAP_002||CAP_003||CAP_004||CAP_005,confidential
cost_structure,internal cost framework,COST_001||COST_002||COST_003||COST_004||COST_005,confidential
budget_review,confidential budget analysis,BUD_001||BUD_002||BUD_003||BUD_004||BUD_005,confidential
first_name,employee first name,John||Mary||Robert||David||Sarah,non_sensitive_pii
last_name,employee last name,Smith||Johnson||Williams||Brown||Jones,non_sensitive_pii
work_email,corporate email address,j.smith@nomura.com||m.johnson@nomura.com||r.williams@nomura.com||d.brown@nomura.com,non_sensitive_pii
title,job title,Accountant||Controller||Manager||Director||VP,non_sensitive_pii
emp_id,employee identifier,E001||E002||E003||E004||E005,non_sensitive_pii
sap_license,enterprise system license,SAP_001||SAP_002||SAP_003||SAP_004||SAP_005,licensed_data
oracle_fin,financial system license,ORA_001||ORA_002||ORA_003||ORA_004||ORA_005,licensed_data
bloomberg_data,market data license,BBG_001||BBG_002||BBG_003||BBG_004||BBG_005,licensed_data
factset_data,financial data license,FST_001||FST_002||FST_003||FST_004||FST_005,licensed_data
refinitiv_eikon,market data terminal license,EIK_001||EIK_002||EIK_003||EIK_004||EIK_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
custodian_auth,custodian account credentials,CUST_PWD_001||CUST_PWD_002||CUST_PWD_003||CUST_PWD_004||CUST_PWD_005,sensitive_pii
broker_kyc,broker personal identity details,BRK_ID_001||BRK_ID_002||BRK_ID_003||BRK_ID_004||BRK_ID_005,sensitive_pii
trader_origin,trader ethnic background data,ETH_001||ETH_002||ETH_003||ETH_004||ETH_005,sensitive_pii
agent_license,personal trading license numbers,LIC_001||LIC_002||LIC_003||LIC_004||LIC_005,sensitive_pii
secure_token,settlement system token auth,TOK_001||TOK_002||TOK_003||TOK_004||TOK_005,sensitive_pii
margin_rates,internal margin calculation rates,MAR_RATE_001||MAR_RATE_002||MAR_RATE_003||MAR_RATE_004||MAR_RATE_005,confidential
netting_rules,proprietary netting logic,NET_RULE_001||NET_RULE_002||NET_RULE_003||NET_RULE_004||NET_RULE_005,confidential
broker_terms,confidential broker agreements,BRK_TERM_001||BRK_TERM_002||BRK_TERM_003||BRK_TERM_004||BRK_TERM_005,confidential
fail_metrics,settlement fail statistics,FAIL_001||FAIL_002||FAIL_003||FAIL_004||FAIL_005,confidential
clearing_cost,internal clearing cost structure,CLR_COST_001||CLR_COST_002||CLR_COST_003||CLR_COST_004||CLR_COST_005,confidential
agent_name,settlement agent name,Robert Smith||Mary Johnson||David Chen||Sarah Wilson||James Brown,non_sensitive_pii
settle_code,unique settlement reference,STL_001||STL_002||STL_003||STL_004||STL_005,non_sensitive_pii
broker_email,broker contact email,broker1@company.com||broker2@company.com||broker3@company.com||broker4@company.com||broker5@company.com,non_sensitive_pii
agent_ext,agent phone extension,EXT_001||EXT_002||EXT_003||EXT_004||EXT_005,non_sensitive_pii
entity_code,legal entity identifier,ENT_001||ENT_002||ENT_003||ENT_004||ENT_005,non_sensitive_pii
euroclear_data,clearing house data license,ECL_001||ECL_002||ECL_003||ECL_004||ECL_005,licensed_data
clearstream_api,settlement system license,CST_001||CST_002||CST_003||CST_004||CST_005,licensed_data
crestco_feed,settlement data feed license,CRS_001||CRS_002||CRS_003||CRS_004||CRS_005,licensed_data
jasdec_link,japan depository connection,JAS_001||JAS_002||JAS_003||JAS_004||JAS_005,licensed_data
finastra_sys,settlement platform license,FIN_001||FIN_002||FIN_003||FIN_004||FIN_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
analyst_belief,analyst religious affiliation data,REL_ANA_001||REL_ANA_002||REL_ANA_003||REL_ANA_004||REL_ANA_005,sensitive_pii
expert_health,expert network health records,EXP_MED_001||EXP_MED_002||EXP_MED_003||EXP_MED_004||EXP_MED_005,sensitive_pii
kol_location,key opinion leader precise location,35.6897_139.6922||51.5099_0.1337||40.7178_74.0111||22.3964_114.1095||1.3656_103.8518,sensitive_pii
research_2fa,research portal 2factor auth,2FA_RES_001||2FA_RES_002||2FA_RES_003||2FA_RES_004||2FA_RES_005,sensitive_pii
expert_union,expert network union membership,UNION_EXP_001||UNION_EXP_002||UNION_EXP_003||UNION_EXP_004||UNION_EXP_005,sensitive_pii
alpha_models,proprietary stock ranking models,ALPHA_001||ALPHA_002||ALPHA_003||ALPHA_004||ALPHA_005,confidential
coverage_plan,research coverage strategy,COV_PLAN_001||COV_PLAN_002||COV_PLAN_003||COV_PLAN_004||COV_PLAN_005,confidential
expert_terms,expert network agreement details,EXP_TERM_001||EXP_TERM_002||EXP_TERM_003||EXP_TERM_004||EXP_TERM_005,confidential
channel_data,channel check findings,CHNL_001||CHNL_002||CHNL_003||CHNL_004||CHNL_005,confidential
survey_results,proprietary survey analysis,SURV_001||SURV_002||SURV_003||SURV_004||SURV_005,confidential
analyst_alias,research analyst alias,ANA_001||ANA_002||ANA_003||ANA_004||ANA_005,non_sensitive_pii
sector_name,coverage sector name,Technology||Healthcare||Finance||Energy||Consumer,non_sensitive_pii
pub_status,publication status code,Draft||Review||Final||Published||Archived,non_sensitive_pii
report_type,research report category,Initiation||Update||Flash||Deep_Dive||Sector_View,non_sensitive_pii
distribution,report distribution list,DIST_001||DIST_002||DIST_003||DIST_004||DIST_005,non_sensitive_pii
ibes_estimates,earnings estimate license,IBES_001||IBES_002||IBES_003||IBES_004||IBES_005,licensed_data
visible_alpha,consensus data platform,VA_001||VA_002||VA_003||VA_004||VA_005,licensed_data
alphasense_api,research platform license,AS_001||AS_002||AS_003||AS_004||AS_005,licensed_data
expertnet_data,expert network database,EN_001||EN_002||EN_003||EN_004||EN_005,licensed_data
streetevents,events transcript license,SE_001||SE_002||SE_003||SE_004||SE_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
dealer_ssn,dealer social security numbers,SSN_DLR_001||SSN_DLR_002||SSN_DLR_003||SSN_DLR_004||SSN_DLR_005,sensitive_pii
trader_finance,trader financial records data,FIN_TRD_001||FIN_TRD_002||FIN_TRD_003||FIN_TRD_004||FIN_TRD_005,sensitive_pii
member_status,union membership verification,MEM_UNI_001||MEM_UNI_002||MEM_UNI_003||MEM_UNI_004||MEM_UNI_005,sensitive_pii
control_auth,product control system password,CTL_PWD_001||CTL_PWD_002||CTL_PWD_003||CTL_PWD_004||CTL_PWD_005,sensitive_pii
pnl_access,profit loss system credentials,PNL_ACC_001||PNL_ACC_002||PNL_ACC_003||PNL_ACC_004||PNL_ACC_005,sensitive_pii
pricing_model,proprietary pricing methodology,PRICE_001||PRICE_002||PRICE_003||PRICE_004||PRICE_005,confidential
booking_rules,internal booking guidelines,BOOK_001||BOOK_002||BOOK_003||BOOK_004||BOOK_005,confidential
reserve_calc,reserve calculation logic,RES_001||RES_002||RES_003||RES_004||RES_005,confidential
exposure_limit,product exposure thresholds,EXP_001||EXP_002||EXP_003||EXP_004||EXP_005,confidential
margin_logic,margin calculation rules,MAR_001||MAR_002||MAR_003||MAR_004||MAR_005,confidential
controller_id,product controller identifier,PC_001||PC_002||PC_003||PC_004||PC_005,non_sensitive_pii
book_name,trading book designation,FX_Book||Rates_Book||Credit_Book||Equity_Book||Commodity_Book,non_sensitive_pii
verify_level,verification level code,Level1||Level2||Level3||Level4||Level5,non_sensitive_pii
desk_alias,trading desk alias,Desk_A||Desk_B||Desk_C||Desk_D||Desk_E,non_sensitive_pii
queue_id,verification queue number,Q001||Q002||Q003||Q004||Q005,non_sensitive_pii
murex_system,trading system license,MX_001||MX_002||MX_003||MX_004||MX_005,licensed_data
summit_platform,product control platform,SUM_001||SUM_002||SUM_003||SUM_004||SUM_005,licensed_data
sophis_toolkit,derivatives system license,SPH_001||SPH_002||SPH_003||SPH_004||SPH_005,licensed_data
calypso_market,market data integration,CAL_001||CAL_002||CAL_003||CAL_004||CAL_005,licensed_data
openlink_end,eod processing license,OL_001||OL_002||OL_003||OL_004||OL_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
risk_auth_pwd,market risk system password,PWD_RISK_001||PWD_RISK_002||PWD_RISK_003||PWD_RISK_004||PWD_RISK_005,sensitive_pii
genetic_data,employee genetic test results,GEN_TEST_001||GEN_TEST_002||GEN_TEST_003||GEN_TEST_004||GEN_TEST_005,sensitive_pii
voter_status,political affiliation records,POL_AFF_001||POL_AFF_002||POL_AFF_003||POL_AFF_004||POL_AFF_005,sensitive_pii
biometric_scan,risk access biometric data,BIO_SCAN_001||BIO_SCAN_002||BIO_SCAN_003||BIO_SCAN_004||BIO_SCAN_005,sensitive_pii
crime_record,risk staff criminal history,CRIM_001||CRIM_002||CRIM_003||CRIM_004||CRIM_005,sensitive_pii
var_limits,internal var limit framework,VAR_LMT_001||VAR_LMT_002||VAR_LMT_003||VAR_LMT_004||VAR_LMT_005,confidential
scenario_def,proprietary scenario definitions,SCEN_001||SCEN_002||SCEN_003||SCEN_004||SCEN_005,confidential
greeks_calc,greek calculation methodology,GREEK_001||GREEK_002||GREEK_003||GREEK_004||GREEK_005,confidential
corr_matrix,correlation matrix details,CORR_001||CORR_002||CORR_003||CORR_004||CORR_005,confidential
factor_model,risk factor model specs,FACT_001||FACT_002||FACT_003||FACT_004||FACT_005,confidential
analyst_phone,risk analyst work phone,x8001||x8002||x8003||x8004||x8005,non_sensitive_pii
desk_contact,trading desk contact email,desk1@company.com||desk2@company.com||desk3@company.com||desk4@company.com||desk5@company.com,non_sensitive_pii
unit_name,business unit name,Equity_Risk||FX_Risk||Rates_Risk||Credit_Risk||Commodity_Risk,non_sensitive_pii
report_alias,report distribution alias,REPORT_A||REPORT_B||REPORT_C||REPORT_D||REPORT_E,non_sensitive_pii
review_code,risk review identifier,REV_001||REV_002||REV_003||REV_004||REV_005,non_sensitive_pii
msci_model,risk model license data,MSCI_001||MSCI_002||MSCI_003||MSCI_004||MSCI_005,licensed_data
axioma_port,portfolio analytics license,AX_001||AX_002||AX_003||AX_004||AX_005,licensed_data
riskmetrics,risk metrics data service,RM_001||RM_002||RM_003||RM_004||RM_005,licensed_data
blackrock_aladdin,risk platform license,BR_001||BR_002||BR_003||BR_004||BR_005,licensed_data
barclays_point,fixed income risk data,BP_001||BP_002||BP_003||BP_004||BP_005,licensed_data
attribute_name,description,sample_values,sensitivity_label
treasury_login,treasury system credentials,TPWD_001||TPWD_002||TPWD_003||TPWD_004||TPWD_005,sensitive_pii
jp_residence,japan domicile information,JPN_DOM_001||JPN_DOM_002||JPN_DOM_003||JPN_DOM_004||JPN_DOM_005,sensitive_pii
med_clearance,treasury staff health records,MED_CLR_001||MED_CLR_002||MED_CLR_003||MED_CLR_004||MED_CLR_005,sensitive_pii
